"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_6.2719",32.9431202456803,0.729560240348928,0.232870434601882,3.13290195724585,0.00173087248112595,0.0345802265584087,"sp|P51610|HCFC1_HUMAN",0,"Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2","tr|A0A2B4SUA4|A0A2B4SUA4_STYPI",0,"Host cell factor 1 OS=Stylophora pistillata GN=HCFC1 PE=4 SV=1","ref|XP_020604143.1|",0,"host cell factor 1-like [Orbicella faveolata]","GO:0030424; GO:0005737; GO:0030425; GO:0000123; GO:0016020; GO:0071339; GO:0043025; GO:0005654; GO:0005634; GO:0048188; GO:0033613; GO:0045296; GO:0003682; GO:0003700; GO:0042802; GO:0003713; GO:0001205; GO:0007049; GO:0071407; GO:0043984; GO:0043981; GO:0043982; GO:0007005; GO:0000122; GO:0045787; GO:0010628; GO:0016579; GO:0050821; GO:0043254; GO:0006355; GO:0019046; GO:0006366",""
"evm.TU.chromosome_14.6641",6.35813047937729,-2.41592872059962,0.771443663765405,-3.13169818364638,0.00173798441273285,0.034647800846112,"sp|Q66JZ4|TCAIM_MOUSE",1.4e-74,"T-cell activation inhibitor, mitochondrial OS=Mus musculus GN=TCAIM PE=1 SV=1","tr|A0A2B4SV14|A0A2B4SV14_STYPI",0,"T-cell activation inhibitor, mitochondrial OS=Stylophora pistillata GN=TCAIM PE=4 SV=1","gb|PFX32327.1|",0,"T-cell activation inhibitor, mitochondrial-like [Stylophora pistillata]","GO:0005739",""
"evm.TU.chromosome_7.2594",57.2797782474339,0.694678129005987,0.221983018011135,3.12942014767608,0.00175151670893328,0.0348428056231053,"sp|P51655|GPC4_MOUSE",6.71e-99,"Glypican-4 OS=Mus musculus GN=Gpc4 PE=1 SV=2","tr|H0WVF2|H0WVF2_OTOGA",1.05e-100,"Glypican 4 OS=Otolemur garnettii GN=GPC4 PE=3 SV=1","ref|XP_020603046.1|",0,"glypican-4-like [Orbicella faveolata]","GO:0031225; GO:0009897; GO:0005615; GO:0005796; GO:0005578; GO:0043395","GO:0031225; GO:0009897; GO:0005615; GO:0005578; GO:0043395"
"evm.TU.chromosome_6.2166",218.9898926536,0.459506540066632,0.146915635308058,3.12768984120118,0.0017618599719543,0.0349736733749049,"sp|Q8QG64|RBX1_SALSA",5.31e-67,"RING-box protein 1 OS=Salmo salar GN=rbx1 PE=2 SV=2","tr|A0A2B4RGX5|A0A2B4RGX5_STYPI",0,"AF4/FMR2 family member 4 OS=Stylophora pistillata GN=AFF4 PE=4 SV=1","ref|XP_022804331.1|",0,"AF4/FMR2 family member 4-like isoform X2 [Stylophora pistillata]","GO:0031463; GO:0031464; GO:0031465; GO:0031467; GO:0005737; GO:0005634; GO:0019005; GO:0019788; GO:0008270; GO:0043161; GO:0006513; GO:0045116; GO:0016567; GO:0031146",""
"evm.TU.chromosome_13.51",32.7633181597899,1.38152518263021,0.442522873728657,3.12192942929618,0.00179670001540526,0.0355137358772715,"sp|Q98TA5|CA1AA_XENLA",4.71e-43,"Chromatin assembly factor 1 subunit A-A OS=Xenopus laevis GN=chaf1a-a PE=1 SV=1","tr|A0A2B4T2M6|A0A2B4T2M6_STYPI",0,"Chromatin assembly factor 1 subunit A-A OS=Stylophora pistillata GN=chaf1a-a PE=4 SV=1","gb|PFX34907.1|",0,"Chromatin assembly factor 1 subunit A-A [Stylophora pistillata]","GO:0033186; GO:0005634; GO:0007049; GO:0031497; GO:0006281; GO:0006260; GO:0006335",""
"evm.TU.chromosome_2.782",38.2428588990175,-0.720981019519568,0.230988072792524,-3.1212911160446,0.00180059937604579,0.0355137358772715,"sp|P52756|RBM5_HUMAN",3.87e-148,"RNA-binding protein 5 OS=Homo sapiens GN=RBM5 PE=1 SV=2","tr|A0A2B4SMY8|A0A2B4SMY8_STYPI",0,"RNA-binding protein 5 OS=Stylophora pistillata GN=rbm5 PE=4 SV=1","ref|XP_022783448.1|",0,"RNA-binding protein 5-like [Stylophora pistillata]","GO:0005654; GO:0005634; GO:0005681; GO:0003677; GO:0046872; GO:0003729; GO:0003723; GO:0006915; GO:0000398; GO:0008285; GO:0043065; GO:0000381; GO:0006396; GO:0000245","GO:0003723"
"evm.TU.chromosome_3.1023",33.1367725822547,0.948800323890287,0.304036687467354,3.12067708602491,0.00180435773240819,0.0355137358772715,"sp|Q9D180|CFA57_MOUSE",0,"Cilia- and flagella-associated protein 57 OS=Mus musculus GN=Cfap57 PE=1 SV=3","tr|A0A2B4S6V1|A0A2B4S6V1_STYPI",0,"WD repeat-containing protein 65 OS=Stylophora pistillata GN=Wdr65 PE=4 SV=1","ref|XP_022792430.1|",0,"cilia- and flagella-associated protein 57-like [Stylophora pistillata]","",""
"evm.TU.chromosome_6.2816",5.43302160967906,1.57826092529934,0.505621564496334,3.12142724148147,0.00179976715410398,0.0355137358772715,"sp|A1A4L5|ALKB8_BOVIN",0,"Alkylated DNA repair protein alkB homolog 8 OS=Bos taurus GN=ALKBH8 PE=2 SV=1","tr|A0A2B4S147|A0A2B4S147_STYPI",0,"Alkylated DNA repair protein alkB-like 8 OS=Stylophora pistillata GN=alkbh8 PE=4 SV=1","gb|PFX22288.1|",0,"Alkylated DNA repair protein alkB-like 8 [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0016604; GO:0005634; GO:0008198; GO:0005506; GO:0016706; GO:0016300; GO:0000049; GO:0008270; GO:0006974; GO:0055114; GO:0030488; GO:0002098","GO:0016491; GO:0003723; GO:0016300; GO:0002098"
"evm.TU.chromosome_12.2088",90.4670451905698,0.710222826961039,0.22786123709539,3.11690937877125,0.00182757741103559,0.0358947022167456,"sp|O75179|ANR17_HUMAN",0,"Ankyrin repeat domain-containing protein 17 OS=Homo sapiens GN=ANKRD17 PE=1 SV=3","tr|A0A2B4RXF2|A0A2B4RXF2_STYPI",0,"Ankyrin repeat domain-containing protein 17 OS=Stylophora pistillata GN=ANKRD17 PE=4 SV=1","ref|XP_020606150.1|",0,"ankyrin repeat domain-containing protein 17-like [Orbicella faveolata]","GO:0000785; GO:0005737; GO:0016020; GO:0031965; GO:0005634; GO:0003682; GO:0003723; GO:0001955; GO:0042742; GO:0045087; GO:0051151; GO:0045787; GO:1900087; GO:0043123; GO:1900245; GO:1900246; GO:0006275; GO:0016032","GO:0003723"
"evm.TU.chromosome_12.1457",44.5667442287309,-0.71722810556432,0.230171964586346,-3.11605328152492,0.00183289151785179,0.0359231270059982,"sp|Q58A42|DD3_DICDI",2.98e-89,"Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1","tr|A0A2B4SLP7|A0A2B4SLP7_STYPI",0,"Protein DD3-3 OS=Stylophora pistillata GN=DD3-3 PE=4 SV=1","ref|XP_015771367.1|",0,"PREDICTED: protein DD3-3-like [Acropora digitifera]","GO:0016021","GO:0003677; GO:0015074; GO:0006310"
"evm.TU.chromosome_5.1166",64.5550421605954,0.969636896843041,0.311563625265724,3.11216335352391,0.00185721700737433,0.0363232547337001,"sp|P23004|QCR2_BOVIN",2.16e-107,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Bos taurus GN=UQCRC2 PE=1 SV=2","tr|A0A2B4RHB4|A0A2B4RHB4_STYPI",0,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Stylophora pistillata GN=UQCRC2 PE=4 SV=1","ref|XP_020607935.1|",0,"cytochrome b-c1 complex subunit 2, mitochondrial-like [Orbicella faveolata]","GO:0005743; GO:0005750; GO:0005751; GO:0043209; GO:0005654; GO:0004222; GO:0008270; GO:0055114; GO:0006627","GO:0003824; GO:0046872"
"evm.TU.chromosome_10.3123",35.8036609851773,0.894711003152002,0.287828377617437,3.10848780984756,0.00188047403286022,0.0366239072647199,"sp|Q921C3|BRWD1_MOUSE",0,"Bromodomain and WD repeat-containing protein 1 OS=Mus musculus GN=Brwd1 PE=1 SV=2","tr|A0A2B4S309|A0A2B4S309_STYPI",0,"Bromodomain and WD repeat-containing protein 1 OS=Stylophora pistillata GN=BRWD1 PE=4 SV=1","gb|PFX22948.1|",0,"Bromodomain and WD repeat-containing protein 1 [Stylophora pistillata]","GO:0005829; GO:0005730; GO:0005654; GO:0005634; GO:0007010; GO:0008360; GO:0006357; GO:0006351","GO:0019905"
"evm.TU.chromosome_10.3199",19.9850873726204,1.09682552638066,0.352783427794668,3.10906193422173,0.00187682371511804,0.0366239072647199,"sp|Q9DC48|PRP17_MOUSE",0,"Pre-mRNA-processing factor 17 OS=Mus musculus GN=Cdc40 PE=2 SV=1","tr|A7SBR1|A7SBR1_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g187918 PE=4 SV=1","ref|XP_022803221.1|",0,"pre-mRNA-processing factor 17-like, partial [Stylophora pistillata]","GO:0071013; GO:0005634; GO:0000398","GO:0071013; GO:0000398"
"evm.TU.chromosome_11.3179",104.842081286602,0.482480908790072,0.15529108281929,3.10694535726516,0.00189031336009551,0.0367385169775886,"sp|P29374|ARI4A_HUMAN",1.02e-93,"AT-rich interactive domain-containing protein 4A OS=Homo sapiens GN=ARID4A PE=1 SV=3","tr|A0A2B4S6Z1|A0A2B4S6Z1_STYPI",0,"AT-rich interactive domain-containing protein 4B OS=Stylophora pistillata GN=Arid4b PE=4 SV=1","gb|PFX24245.1|",0,"AT-rich interactive domain-containing protein 4B-like isoform X1 [Stylophora pistillata]","GO:0005829; GO:0005654; GO:0005634; GO:0005886; GO:0017053; GO:0003677; GO:0003700; GO:0004407; GO:0044212; GO:0048821; GO:0097368; GO:0080182; GO:0036124; GO:0034773; GO:0045892; GO:0045944; GO:0006349; GO:0006357; GO:0007283; GO:0006366","GO:0005634; GO:0003677"
"evm.TU.chromosome_2.85",25.9669609984954,1.17714792591406,0.379829339752936,3.09914954616131,0.00194077031449345,0.0375619921284252,NA,NA,NA,"tr|A0A2B4T2A5|A0A2B4T2A5_STYPI",4.04e-150,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene50 PE=4 SV=1","ref|XP_020611241.1|",1.25e-162,"uncharacterized protein LOC110049757 isoform X2 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_7.975",15.0034739522064,2.05000717364539,0.661428502896078,3.09936321865386,0.00193937103418945,0.0375619921284252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_8.2401",18.5306200251665,0.782546078010042,0.252845580362239,3.09495652203582,0.00196841749340392,0.0380178763279052,"sp|Q7Z5K2|WAPL_HUMAN",2.13e-125,"Wings apart-like protein homolog OS=Homo sapiens GN=WAPL PE=1 SV=1","tr|A0A2B4RWW8|A0A2B4RWW8_STYPI",0,"Wings apart-like protein-like OS=Stylophora pistillata GN=WAPAL PE=4 SV=1","ref|XP_020610143.1|",0,"wings apart-like protein homolog [Orbicella faveolata]","GO:0000785; GO:0005694; GO:0000775; GO:0008278; GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000795; GO:0051301; GO:0045132; GO:0007064; GO:0035562; GO:0008156; GO:0045875; GO:0048146; GO:0071168; GO:0060623; GO:0071922; GO:0009636; GO:0007062; GO:0016032",""
"evm.TU.chromosome_5.2735",29.2788967257563,0.947141449048515,0.306505180609338,3.09013194219289,0.00200067597390753,0.0385607464680519,"sp|Q9D4H2|GCC1_MOUSE",9.79e-106,"GRIP and coiled-coil domain-containing protein 1 OS=Mus musculus GN=Gcc1 PE=1 SV=2","tr|A0A2B4SRI8|A0A2B4SRI8_STYPI",0,"GRIP and coiled-coil domain-containing protein 1 OS=Stylophora pistillata GN=Gcc1 PE=4 SV=1","ref|XP_020625177.1|",0,"GRIP and coiled-coil domain-containing protein 1-like [Orbicella faveolata]","GO:0005829; GO:0005794; GO:0000139; GO:0005886",""
"evm.TU.chromosome_2.1992",17.3893277608804,0.933279014416828,0.302420838580431,3.08602746688243,0.00202850082943793,0.0390160925579263,"sp|Q9VAY7|FAM50_DROME",2.78e-149,"Protein FAM50 homolog OS=Drosophila melanogaster GN=CG12259 PE=2 SV=1","tr|S4RRD3|S4RRD3_PETMA",4.91e-154,"Family with sequence similarity 50, member A OS=Petromyzon marinus PE=4 SV=1","ref|XP_020606119.1|",0,"protein FAM50A-like [Orbicella faveolata]","GO:0005654; GO:0003723","GO:0005634"
"evm.TU.chromosome_7.2827",73.0609804605554,1.18931712489703,0.385536773601584,3.0848344602429,0.00203665475132498,0.0390919889252253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_8.2246",4.72869777410506,1.84303728452806,0.598098749558182,3.08149329168388,0.00205965117596768,0.0394518751025562,"sp|Q9D361|SNR48_MOUSE",3.42e-23,"U11/U12 small nuclear ribonucleoprotein 48 kDa protein OS=Mus musculus GN=Snrnp48 PE=2 SV=2","tr|A0A2B4SDR1|A0A2B4SDR1_STYPI",0,"U11/U12 small nuclear ribonucleoprotein 48 kDa protein OS=Stylophora pistillata GN=Snrnp48 PE=4 SV=1","ref|XP_020625381.1|",0,"uncharacterized protein LOC110062773 [Orbicella faveolata]","GO:0005829; GO:0005654; GO:0005689; GO:0046872; GO:0006397; GO:0008380","GO:0030529; GO:0019013; GO:0006397"
"evm.TU.chromosome_3.1233",78.6491079922477,1.33445444051845,0.433268771441929,3.07996912880972,0.00207022051935642,0.0395727337959282,NA,NA,NA,"tr|A0A2B4RW82|A0A2B4RW82_STYPI",2.11e-126,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene14962 PE=4 SV=1","ref|XP_022798575.1|",1.74e-133,"uncharacterized protein LOC111336702 isoform X2 [Stylophora pistillata]",NA,"GO:0016491"
"evm.TU.chromosome_12.1079",41.7425818378935,-0.69821321929553,0.227015750961002,-3.0756157506246,0.00210068372563846,0.0398247524497241,"sp|Q9BST9|RTKN_HUMAN",7.2e-48,"Rhotekin OS=Homo sapiens GN=RTKN PE=1 SV=2","tr|A0A2B4RZ08|A0A2B4RZ08_STYPI",0,"Rhotekin OS=Stylophora pistillata GN=RTKN PE=4 SV=1","ref|XP_020608815.1|",0,"rhotekin-like isoform X1 [Orbicella faveolata]","GO:0005829; GO:0005525; GO:0017049; GO:0005095; GO:0006915; GO:0042981; GO:0007266; GO:0032185; GO:0007165","GO:0005622; GO:0017049; GO:0007266; GO:0032185"
"evm.TU.chromosome_13.3151",528.52664277972,0.764922014216425,0.248696924955172,3.07571963084909,0.00209995205050696,0.0398247524497241,"sp|Q8ISP0|RS18_BRABE",1.3e-100,"40S ribosomal protein S18 OS=Branchiostoma belcheri GN=RPS18 PE=2 SV=1","tr|A7SH82|A7SH82_NEMVE",3.78e-101,"Predicted protein OS=Nematostella vectensis GN=v1g245261 PE=3 SV=1","ref|XP_022803137.1|",6.7e-104,"40S ribosomal protein S18 [Stylophora pistillata]","GO:0005840; GO:0019843; GO:0003735; GO:0006412","GO:0005829; GO:0015935; GO:0003723; GO:0003735; GO:0042254; GO:0006412"
"evm.TU.chromosome_14.797",7.75537154300683,1.54988273213479,0.504143205374604,3.07429062935233,0.00211003768735117,0.0398247524497241,"sp|P48430|SOX2_CHICK",2.14e-38,"Transcription factor SOX-2 OS=Gallus gallus GN=SOX2 PE=1 SV=1","tr|A0A2B4S5C4|A0A2B4S5C4_STYPI",7.04e-135,"Transcription factor Sox-14 OS=Stylophora pistillata GN=sox14 PE=4 SV=1","ref|XP_020614122.1|",1.87e-150,"transcription factor SOX-14-like [Orbicella faveolata]","GO:0005623; GO:0005829; GO:0005654; GO:0005634; GO:0003700; GO:0035198; GO:0043565; GO:0044212; GO:0007050; GO:0001714; GO:0001654; GO:0048839; GO:0090090; GO:0050680; GO:0045665; GO:0001649; GO:0021983; GO:0043410; GO:0045944; GO:0045893; GO:0043281; GO:0070848; GO:0009611; GO:0016360; GO:0035019; GO:0006351","GO:0005634; GO:0003677"
"evm.TU.chromosome_2.1639",73.3491563163739,1.03688976199973,0.337278246482639,3.07428591322775,0.00211007104633569,0.0398247524497241,"sp|Q8VEM8|MPCP_MOUSE",3.39e-180,"Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1","tr|A0A2B4S317|A0A2B4S317_STYPI",0,"Phosphate carrier protein, mitochondrial OS=Stylophora pistillata GN=Slc25a3 PE=4 SV=1","gb|PFX23806.1|",0,"phosphate carrier protein, mitochondrial-like [Stylophora pistillata]","GO:0016021; GO:0005743; GO:0005739; GO:0043209; GO:0015114; GO:0032403; GO:0015293; GO:0006839","GO:0016021"
"evm.TU.chromosome_4.87",9.66496452422277,-1.29512223171194,0.420958845855999,-3.07660058568998,0.00209375647889408,0.0398247524497241,"sp|Q91W34|RUS1_MOUSE",2.78e-105,"RUS1 family protein C16orf58 homolog OS=Mus musculus PE=1 SV=1","tr|A0A2B4RSR8|A0A2B4RSR8_STYPI",0,"UPF0420 protein C16orf58 OS=Stylophora pistillata GN=AWC38_SpisGene16252 PE=4 SV=1","ref|XP_020619535.1|",0,"RUS1 family protein C16orf58 homolog [Orbicella faveolata]","GO:0016021",""
"evm.TU.chromosome_8.74",26.4140390628444,-0.814090953814681,0.264564866622601,-3.07709396265367,0.00209029398996876,0.0398247524497241,"sp|P02259|H5_CHICK",6.94e-26,"Histone H5 OS=Gallus gallus PE=1 SV=2","tr|A0A2B4S3T9|A0A2B4S3T9_STYPI",1.37e-40,"Histone H2A OS=Stylophora pistillata GN=2 PE=4 SV=1","ref|XP_020611822.1|",5.84e-42,"histone H1-delta-like [Orbicella faveolata]","GO:0015629; GO:0005794; GO:0016604; GO:0005719; GO:0000786; GO:0005634; GO:0003680; GO:0031492; GO:0006325; GO:0030261; GO:0006334","GO:0000786; GO:0005634; GO:0003677; GO:0046982; GO:0006334"
"evm.TU.chromosome_9.1558",13.2526158125389,-0.878550841454926,0.285817842152161,-3.07381384884717,0.00211341258963552,0.0398247524497241,"sp|A2AG06|MEIOC_MOUSE",6.24e-40,"Meiosis-specific coiled-coil domain-containing protein MEIOC OS=Mus musculus GN=Meioc PE=1 SV=1","tr|A0A2B4S6Z0|A0A2B4S6Z0_STYPI",0,"Uncharacterized protein C17orf104-like OS=Stylophora pistillata GN=AWC38_SpisGene10535 PE=4 SV=1","ref|XP_020601389.1|",0,"mucin-5AC-like [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0070192; GO:0006302; GO:0007144; GO:0051729; GO:0007141; GO:0051310; GO:0048255; GO:0048599; GO:0007286; GO:0007283; GO:0007130","GO:0051321"
"evm.TU.chromosome_1.1736",8.18334601117016,2.6877914016305,0.875465098579082,3.07012970133579,0.0021396583000524,0.0402377036588802,NA,NA,NA,"tr|A0A2B4SK94|A0A2B4SK94_STYPI",4.3e-85,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene6336 PE=4 SV=1","ref|XP_020622529.1|",2.78e-134,"uncharacterized protein LOC110060118 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_13.2694",831.263751560458,0.539651960024654,0.175886508999023,3.06818279068607,0.00215364838777416,0.0404189768129736,"sp|Q3TLH4|PRC2C_MOUSE",1.56e-34,"Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=3","tr|A0A2B4SLF4|A0A2B4SLF4_STYPI",0,"Protein PRRC2A OS=Stylophora pistillata GN=PRRC2A PE=4 SV=1","ref|XP_020604041.1|",0,"protein PRRC2C-like [Orbicella faveolata]","GO:0005829; GO:0008022; GO:0002244",""
"evm.TU.chromosome_14.1247",10.2371819436593,1.03959102420445,0.339106438486892,3.06567763455968,0.00217177328840703,0.0405951184090569,"sp|Q3SYS4|DAAF1_BOVIN",1.4e-93,"Dynein assembly factor 1, axonemal OS=Bos taurus GN=DNAAF1 PE=2 SV=2","tr|A0A2B4RID6|A0A2B4RID6_STYPI",8.73e-170,"Dynein assembly factor 1, axonemal OS=Stylophora pistillata GN=DNAAF1 PE=4 SV=1","ref|XP_022803608.1|",0,"dynein assembly factor 1, axonemal-like [Stylophora pistillata]","GO:0005930; GO:0070840; GO:0060271; GO:0044458","GO:0005929; GO:0016021; GO:0044458"
"evm.TU.chromosome_14.639",48.0698923373692,-0.768726791961893,0.250722204071455,-3.06604991292598,0.00216907102363136,0.0405951184090569,"sp|Q8CHN6|SGPL1_RAT",0,"Sphingosine-1-phosphate lyase 1 OS=Rattus norvegicus GN=Sgpl1 PE=2 SV=1","tr|A7RKY4|A7RKY4_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g159899 PE=3 SV=1","ref|XP_020612836.1|",0,"sphingosine-1-phosphate lyase 1-like [Orbicella faveolata]","GO:0005783; GO:0005789; GO:0016021; GO:0016831; GO:0030170; GO:0008117; GO:0008209; GO:0097190; GO:0006672; GO:0008210; GO:0060325; GO:0006631; GO:0008585; GO:0010761; GO:0030097; GO:0001822; GO:0033327; GO:0001553; GO:0006807; GO:0060021; GO:0048008; GO:0009791; GO:0040014; GO:0048705; GO:0007283; GO:0030149; GO:0001570","GO:0016021; GO:0016831; GO:0030170; GO:0019752"
"evm.TU.chromosome_9.2928",34.1179288134437,0.81971142257526,0.267491651219895,3.06443740893208,0.00218079802194899,0.0406819550680845,"sp|O94880|PHF14_HUMAN",2e-152,"PHD finger protein 14 OS=Homo sapiens GN=PHF14 PE=1 SV=2","tr|A0A2B4RVM4|A0A2B4RVM4_STYPI",0,"PHD finger protein 14 OS=Stylophora pistillata GN=PHF14 PE=4 SV=1","gb|PFX20610.1|",0,"PHD finger protein 14 [Stylophora pistillata]","GO:0005634; GO:0046872; GO:0048286; GO:2000791; GO:2000584; GO:0000122","GO:0046872"
"evm.TU.chromosome_12.2838",10.8494304761295,-2.12675645852593,0.694205308247494,-3.06358426427894,0.00218702603165916,0.0407163764210694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_3.1356",18.9943511855256,-1.21220745847063,0.396000572283725,-3.06112552181392,0.00220506631674275,0.040888355454172,"sp|O46392|CO1A2_CANLF",1.49e-06,"Collagen alpha-2(I) chain OS=Canis lupus familiaris GN=COL1A2 PE=2 SV=2","tr|A0A2B4SAS7|A0A2B4SAS7_STYPI",8.35e-06,"Collagen alpha-1(XVII) chain OS=Stylophora pistillata GN=COL17A1 PE=4 SV=1","ref|XP_020608036.1|",1.26e-09,"EMI domain-containing protein 1-like [Orbicella faveolata]","GO:0005581; GO:0005578; GO:0005201; GO:0046872","GO:0005581"
"evm.TU.chromosome_6.142",14.78436244459,-1.28967375601047,0.421250133049418,-3.06153910664564,0.00220202225237162,0.040888355454172,"sp|P25291|GP2_CANLF",2.06e-11,"Pancreatic secretory granule membrane major glycoprotein GP2 OS=Canis lupus familiaris GN=GP2 PE=1 SV=1","tr|A0A2B4SQE4|A0A2B4SQE4_STYPI",3.99e-168,"Veficolin-1 OS=Stylophora pistillata GN=AWC38_SpisGene3852 PE=4 SV=1","ref|XP_020605319.1|",0,"uncharacterized protein LOC110044139 [Orbicella faveolata]","GO:0031225; GO:0005576; GO:0005886",""
"evm.TU.chromosome_11.971",11.0132185724668,1.9506518308418,0.637996032518192,3.05746702396017,0.00223216199892936,0.0413083365937325,"sp|P82147|L2EFL_DROME",1.15e-17,"Protein lethal(2)essential for life OS=Drosophila melanogaster GN=l(2)efl PE=1 SV=1","tr|A0A2B4SJ73|A0A2B4SJ73_STYPI",2.76e-96,"Heat shock protein-like OS=Stylophora pistillata GN=HSP20 PE=4 SV=1","ref|XP_020607739.1|",8.07e-108,"alpha-crystallin A chain-like [Orbicella faveolata]","GO:0048471; GO:0030018; GO:0051082; GO:0061077; GO:0007275; GO:0042026; GO:0010998; GO:0009408; GO:0045214",""
"evm.TU.chromosome_14.1279",16.2686886805299,1.05790686359223,0.346420295312839,3.05382472651285,0.002259440457481,0.0417300235586452,NA,NA,NA,"tr|A0A2B4SNU6|A0A2B4SNU6_STYPI",4.99e-45,"Catenin delta-2 OS=Stylophora pistillata GN=CTNND2 PE=4 SV=1","ref|XP_020602160.1|",1e-77,"lipoxygenase homology domain-containing protein 1-like isoform X1 [Orbicella faveolata]",NA,"GO:0005913; GO:0045296; GO:0098609; GO:0010172; GO:0032956"
"evm.TU.chromosome_12.1709",12.5413136056682,1.11307989117339,0.364560656151744,3.05320904050074,0.00226408161227317,0.0417327741627336,"sp|Q92547|TOPB1_HUMAN",0,"DNA topoisomerase 2-binding protein 1 OS=Homo sapiens GN=TOPBP1 PE=1 SV=3","tr|A0A2B4S6U9|A0A2B4S6U9_STYPI",0,"DNA topoisomerase 2-binding protein 1-A OS=Stylophora pistillata GN=topbp1-A PE=4 SV=1","ref|XP_020606967.1|",0,"DNA topoisomerase 2-binding protein 1-A-like [Orbicella faveolata]","GO:0015629; GO:0005694; GO:0000794; GO:0005737; GO:0001673; GO:0005815; GO:0016604; GO:0005654; GO:0005634; GO:0016605; GO:0000922; GO:0003677; GO:0042802; GO:0008022; GO:0006974; GO:0006259; GO:0006281; GO:0006260; GO:0006270; GO:0033314; GO:0007095; GO:1901796; GO:0010212","GO:0016853"
"evm.TU.chromosome_10.1588",326.062444769331,-0.579871192124666,0.19007086168515,-3.05081582197073,0.00228220521479802,0.0419835375157894,"sp|P19338|NUCL_HUMAN",5e-27,"Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3","tr|A0A2B4S3W9|A0A2B4S3W9_STYPI",6.09e-92,"Nuclear localization sequence-binding protein OS=Stylophora pistillata GN=NSR1 PE=4 SV=1","ref|XP_020624048.1|",2.26e-140,"protein gar2-like isoform X2 [Orbicella faveolata]","GO:0005938; GO:0036464; GO:0070062; GO:0030529; GO:0016020; GO:0005730; GO:0005654; GO:0005634; GO:0044547; GO:0042802; GO:0048027; GO:0008022; GO:0003723; GO:0042162; GO:0001525; GO:0071364; GO:1990830; GO:0017148; GO:0045944; GO:1901838","GO:0003723"
"evm.TU.chromosome_10.2387",7.77000425334953,1.55528321476911,0.510588437459877,3.0460603896682,0.00231861260949898,0.0425689943522639,"sp|Q9QXE2|DPOLL_MOUSE",2.25e-163,"DNA polymerase lambda OS=Mus musculus GN=Poll PE=2 SV=1","tr|A7SK52|A7SK52_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g190712 PE=4 SV=1","ref|XP_020623363.1|",0,"DNA polymerase lambda-like [Orbicella faveolata]","GO:0005634; GO:0051575; GO:0003677; GO:0003887; GO:0046872; GO:0006287; GO:0071897; GO:0006260; GO:0000724; GO:0006303; GO:0006289","GO:0005634; GO:0003677; GO:0003887; GO:0006281"
